measurementSiteReference,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,trafficID
RWS01_MONIBAS_0101hrr0302ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.2,52.4154,4.86587,positive,A10,494
RWS01_MONIBAS_0101hrr0303ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.3,52.4162,4.86661,positive,A10,495
RWS01_MONIBAS_0101hrr0305ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.5,52.4179,4.86826,positive,A10,496
RWS01_MONIBAS_0101hrr0308ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.9,52.4201,4.87079,positive,A10,497
RWS01_MONIBAS_0101hrr0308rb,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.9,52.4201,4.87079,positive,A10,498
RWS01_MONIBAS_0101hrr0312ra,A10 clockwise naar Coenplein op knppnt Coenplein ri afrit 18 thv hmp 31.2,52.4217,4.87482,positive,A10,499
RWS01_MONIBAS_0101hrr0317ra,A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 31.8,52.4243,4.88199,positive,A10,500
RWS01_MONIBAS_0101hrr0323ra,A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 32.4,52.425,4.89042,positive,A10,501
RWS01_MONIBAS_0101hrr0330ra,A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 31.3,52.4237,4.89955,positive,A10,502
RWS01_MONICA_00D00100A055D0070007,"A1 eastBound naar Amersfoort op knppnt Watergraafsmeer ri afrit 1 thv hmp 4.1, rstr 1",52.3472,4.95946,positive,A1,503
RWS01_MONICA_00D00100A055D007000B,"A1 eastBound naar Amersfoort op knppnt Watergraafsmeer ri afrit 1 thv hmp 4.1, rstr 2",52.3472,4.95946,positive,A1,504
RWS01_MONICA_00D00100A055D007000F,"A1 eastBound naar Amersfoort op knppnt Watergraafsmeer ri afrit 1 thv hmp 4.1, rstr 3",52.3472,4.95946,positive,A1,505
RWS01_MONICA_00D00100F000D0070007,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.0, rstr 1",52.3431,4.98128,positive,A1,506
RWS01_MONICA_00D00100F000D007000B,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.0, rstr 2",52.3431,4.98128,positive,A1,507
RWS01_MONICA_00D00100F000D007000F,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.0, rstr 3",52.3431,4.98128,positive,A1,508
RWS01_MONICA_00D00100F000D0070013,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.0, rstr 4",52.3431,4.98128,positive,A1,509
RWS01_MONICA_00D00100FC32D0070007,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.4, rstr 1",52.3406,4.98437,positive,A1,510
RWS01_MONICA_00D00100FC32D007000B,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.4, rstr 2",52.3406,4.98437,positive,A1,511
RWS01_MONICA_00D00100FC32D007000F,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.4, rstr 3",52.3406,4.98437,positive,A1,512
RWS01_MONICA_00D00100FC32D0070013,"A1 eastBound naar Amersfoort na afrit 1 ri afrit 2 thv hmp 6.4, rstr 4",52.3406,4.98437,positive,A1,513
RWS01_MONICA_00D001011050D0070007,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 6.9, rstr 1",52.3372,4.98975,positive,A1,514
RWS01_MONICA_00D001011050D007000B,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 6.9, rstr 2",52.3372,4.98975,positive,A1,515
RWS01_MONICA_00D001011050D007000F,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 6.9, rstr 3",52.3372,4.98975,positive,A1,516
RWS01_MONICA_00D001011050D0070013,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 6.9, rstr 4",52.3372,4.98975,positive,A1,517
RWS01_MONICA_00D00101184BD0070007,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 7.1, rstr 1",52.3361,4.99199,positive,A1,518
RWS01_MONICA_00D00101304BD0070007,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 7.7, rstr 1",52.3335,4.99982,positive,A1,519
RWS01_MONICA_00D00101304BD007000B,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 7.7, rstr 2",52.3335,4.99982,positive,A1,520
RWS01_MONICA_00D00101304BD007000F,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 7.7, rstr 3",52.3335,4.99982,positive,A1,521
RWS01_MONICA_00D00101304BD0070013,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 7.7, rstr 4",52.3335,4.99982,positive,A1,522
RWS01_MONICA_00D00101304BD0070307,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 7.7, rstr 1",52.3335,4.99982,positive,A1,523
RWS01_MONICA_00D00101304BD007030B,"A1 eastBound naar Amersfoort na afrit 2 ri knppnt Diemen thv hmp 7.7, rstr 2",52.3335,4.99982,positive,A1,524
RWS01_MONICA_00D001013C32D0070007,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.0, rstr 1",52.3328,5.0036,positive,A1,525
RWS01_MONICA_00D001013C32D007000B,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.0, rstr 2",52.3328,5.0036,positive,A1,526
RWS01_MONICA_00D001013C32D007000F,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.0, rstr 3",52.3328,5.0036,positive,A1,527
RWS01_MONICA_00D001013C32D0070013,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.0, rstr 4",52.3328,5.0036,positive,A1,528
RWS01_MONICA_00D001014805D0070007,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.2, rstr 1",52.3324,5.00719,positive,A1,529
RWS01_MONICA_00D001014805D007000B,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.2, rstr 2",52.3324,5.00719,positive,A1,530
RWS01_MONICA_00D001014805D007000F,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 8.2, rstr 3",52.3324,5.00719,positive,A1,531
RWS01_MONICA_00D001019416D0070007,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.1, rstr 1",52.332,5.0349,positive,A1,532
RWS01_MONICA_00D001019416D007000B,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.1, rstr 2",52.332,5.0349,positive,A1,533
RWS01_MONICA_00D001019416D007000F,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.1, rstr 3",52.332,5.0349,positive,A1,534
RWS01_MONICA_00D001019416D0070013,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 10.1, rstr 4",52.332,5.0349,positive,A1,535
RWS01_MONICA_00D00101C00ED0070007,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.2, rstr 1",52.3309,5.05069,positive,A1,536
RWS01_MONICA_00D00101C00ED007000B,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.2, rstr 2",52.3309,5.05069,positive,A1,537
RWS01_MONICA_00D00101C00ED007000F,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.2, rstr 3",52.3309,5.05069,positive,A1,538
RWS01_MONICA_00D00101D000D0070007,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.6, rstr 1",52.3293,5.05577,positive,A1,539
RWS01_MONICA_00D00101D000D007000B,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.6, rstr 2",52.3293,5.05577,positive,A1,540
RWS01_MONICA_00D00101D000D007000F,"A1 eastBound naar Amersfoort op knppnt Diemen ri afrit 3 thv hmp 11.6, rstr 3",52.3293,5.05577,positive,A1,541
RWS01_MONICA_00D00101DC5AD0070007,"A1 eastBound naar Amersfoort na afrit 3 ri afrit 4 thv hmp 12.0, rstr 1",52.3277,5.06069,positive,A1,542
RWS01_MONICA_00D00101DC5AD007000B,"A1 eastBound naar Amersfoort na afrit 3 ri afrit 4 thv hmp 12.0, rstr 2",52.3277,5.06069,positive,A1,543
RWS01_MONICA_00D00101DC5AD007000F,"A1 eastBound naar Amersfoort na afrit 3 ri afrit 4 thv hmp 12.0, rstr 3",52.3277,5.06069,positive,A1,544
RWS01_MONICA_00D00101F00AD0070087,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.4, afrit rstr 1",52.3259,5.06613,positive,A1,545
RWS01_MONICA_00D00101F823D0070007,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.6, rstr 1",52.3251,5.06911,positive,A1,546
RWS01_MONICA_00D00101F823D007000B,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.6, rstr 2",52.3251,5.06911,positive,A1,547
RWS01_MONICA_00D00101F823D007000F,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 12.6, rstr 3",52.3251,5.06911,positive,A1,548
RWS01_MONICA_00D00102101ED0070007,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.2, rstr 1",52.3229,5.07707,positive,A1,549
RWS01_MONICA_00D00102101ED007000B,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.2, rstr 2",52.3229,5.07707,positive,A1,550
RWS01_MONICA_00D00102101ED007000F,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.2, rstr 3",52.3229,5.07707,positive,A1,551
RWS01_MONICA_00D001021C0AD0070007,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5, rstr 1",52.3219,5.08078,positive,A1,552
RWS01_MONICA_00D001021C0AD007000B,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5, rstr 2",52.3219,5.08078,positive,A1,553
RWS01_MONICA_00D001021C0AD007000F,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5, rstr 3",52.3219,5.08078,positive,A1,554
RWS01_MONICA_00D001021C0AD0070013,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5, rstr 4",52.3219,5.08078,positive,A1,555
RWS01_MONICA_00D001023028D0070007,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.0, rstr 1",52.3199,5.08778,positive,A1,556
RWS01_MONICA_00D001023028D007000B,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.0, rstr 2",52.3199,5.08778,positive,A1,557
RWS01_MONICA_00D001023028D0070307,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.0, rstr 1",52.3199,5.08778,positive,A1,558
RWS01_MONICA_00D001023028D007030B,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 14.0, rstr 2",52.3199,5.08778,positive,A1,559
RWS01_MONICA_00D00204D40028200005,"A2 northBound naar Amsterdam vw van A2 vanuit Utrecht naar A10 richting Zaanstad/Amsterdam-Oost thv hmp 30.9, rstr 1",52.3289,4.91899,positive,A2,560
RWS01_MONICA_00D00204D40028200009,"A2 northBound naar Amsterdam vw van A2 vanuit Utrecht naar A10 richting Zaanstad/Amsterdam-Oost thv hmp 30.9, rstr 2",52.3289,4.91899,positive,A2,561
RWS01_MONICA_00D00205B400D0050005,"A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5, rstr 1",52.2857,4.94866,positive,A2,562
RWS01_MONICA_00D00205B400D0050009,"A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5, rstr 2",52.2857,4.94866,positive,A2,563
RWS01_MONICA_00D00205B400D005000D,"A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5, rstr 3",52.2857,4.94866,positive,A2,564
RWS01_MONICA_00D00205B400D0050085,"A2 northBound naar Amsterdam op knppnt Holendrecht ri afrit 1 thv hmp 36.5, afrit rstr 1",52.2857,4.94866,positive,A2,565
RWS01_MONICA_00D00205D404D0050005,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 1",52.2792,4.95392,positive,A2,566
RWS01_MONICA_00D00205D404D0050009,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 2",52.2792,4.95392,positive,A2,567
RWS01_MONICA_00D00205D404D005000D,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 3",52.2792,4.95392,positive,A2,568
RWS01_MONICA_00D00205D404D0050011,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 4",52.2792,4.95392,positive,A2,569
RWS01_MONICA_00D00206040AD0050005,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,positive,A2,570
RWS01_MONICA_00D00206040AD0050009,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,positive,A2,571
RWS01_MONICA_00D00206040AD005000D,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 3",52.2692,4.96036,positive,A2,572
RWS01_MONICA_00D00206040AD0050011,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 4",52.2692,4.96036,positive,A2,573
RWS01_MONICA_00D00206040AD0050305,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,positive,A2,574
RWS01_MONICA_00D00206040AD0050309,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,positive,A2,575
RWS01_MONICA_00D002061C0CD0050005,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 1",52.2641,4.96326,positive,A2,576
RWS01_MONICA_00D002061C0CD0050009,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 2",52.2641,4.96326,positive,A2,577
RWS01_MONICA_00D002061C0CD005000D,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 3",52.2641,4.96326,positive,A2,578
RWS01_MONICA_00D002061C0CD0050011,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 4",52.2641,4.96326,positive,A2,579
RWS01_MONICA_00D002061C0CD0050015,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 5",52.2641,4.96326,positive,A2,580
RWS01_MONICA_00D005008454D0070007,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 1",52.3134,4.73269,positive,A5,581
RWS01_MONICA_00D005008454D007000B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 2",52.3134,4.73269,positive,A5,582
RWS01_MONICA_00D005014446D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 1",52.3559,4.73933,positive,A5,583
RWS01_MONICA_00D005014446D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 2",52.3559,4.73933,positive,A5,584
RWS01_MONICA_00D00501583DD0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 1",52.3597,4.74274,positive,A5,585
RWS01_MONICA_00D00501583DD007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 2",52.3597,4.74274,positive,A5,586
RWS01_MONICA_00D005017053D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 9.3, rstr 1",52.364,4.74844,positive,A5,587
RWS01_MONICA_00D005017053D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 9.3, rstr 2",52.364,4.74844,positive,A5,588
RWS01_MONICA_00D005018037D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 9.7, rstr 1",52.3663,4.75247,positive,A5,589
RWS01_MONICA_00D005018037D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 9.7, rstr 2",52.3663,4.75247,positive,A5,590
RWS01_MONICA_00D005018037D0070107,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 9.7, oprit rstr 1",52.3663,4.75247,positive,A5,591
RWS01_MONICA_00D005018C55D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 10.0, rstr 1",52.368,4.75642,positive,A5,592
RWS01_MONICA_00D005018C55D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 10.0, rstr 2",52.368,4.75642,positive,A5,593
RWS01_MONICA_00D00501A450D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 10.6, rstr 1",52.3715,4.76299,positive,A5,594
RWS01_MONICA_00D00501A450D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 10.6, rstr 2",52.3715,4.76299,positive,A5,595
RWS01_MONICA_00D00501B851D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 11.1, rstr 1",52.3754,4.76659,positive,A5,596
RWS01_MONICA_00D00501B851D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 11.1, rstr 2",52.3754,4.76659,positive,A5,597
RWS01_MONICA_00D00501D015D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 11.6, rstr 1",52.3802,4.76789,positive,A5,598
RWS01_MONICA_00D00501D015D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 11.6, rstr 2",52.3802,4.76789,positive,A5,599
RWS01_MONICA_00D00501E43DD0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 12.2, rstr 1",52.385,4.76795,positive,A5,600
RWS01_MONICA_00D00501E43DD007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 12.2, rstr 2",52.385,4.76795,positive,A5,601
RWS01_MONICA_00D00501FC01D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 12.7, rstr 1",52.3895,4.77055,positive,A5,602
RWS01_MONICA_00D00501FC01D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 12.7, rstr 2",52.3895,4.77055,positive,A5,603
RWS01_MONICA_00D005020442D0070007,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 13.0, rstr 1",52.3913,4.77319,positive,A5,604
RWS01_MONICA_00D005020442D007000B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 13.0, rstr 2",52.3913,4.77319,positive,A5,605
RWS01_MONICA_00D005021841D0070007,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 13.5, rstr 1",52.3932,4.77973,positive,A5,606
RWS01_MONICA_00D005021841D007000B,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 13.5, rstr 2",52.3932,4.77973,positive,A5,607
RWS01_MONICA_00D005022429D0070007,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 13.7, rstr 1",52.3933,4.78376,positive,A5,608
RWS01_MONICA_00D005022429D007000B,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 13.7, rstr 2",52.3933,4.78376,positive,A5,609
RWS01_MONICA_00D005023047D0070007,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.1, rstr 1",52.3933,4.7886,positive,A5,610
RWS01_MONICA_00D005023047D007000B,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.1, rstr 2",52.3933,4.7886,positive,A5,611
RWS01_MONICA_00D005023047D0070307,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.1, rstr 1",52.3933,4.7886,positive,A5,612
RWS01_MONICA_00D005023C5ED0070007,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.4, rstr 1",52.3933,4.79333,positive,A5,613
RWS01_MONICA_00D005023C5ED007000B,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.4, rstr 2",52.3933,4.79333,positive,A5,614
RWS01_MONICA_00D005023C5ED0070307,"A5 northBound naar Amsterdam na afrit 2 ri afrit 3 thv hmp 14.4, rstr 1",52.3933,4.79333,positive,A5,615
RWS01_MONICA_00D005024C43D0070007,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 14.8, rstr 1",52.3934,4.7988,positive,A5,616
RWS01_MONICA_00D005024C43D007000B,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 14.8, rstr 2",52.3934,4.7988,positive,A5,617
RWS01_MONICA_00D005026041D0070007,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 15.3, rstr 1",52.393,4.80604,positive,A5,618
RWS01_MONICA_00D005026041D007000B,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 15.3, rstr 2",52.393,4.80604,positive,A5,619
RWS01_MONICA_00D00502741ED0070007,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 15.7, rstr 1",52.3921,4.81263,positive,A5,620
RWS01_MONICA_00D00502741ED007000B,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 15.7, rstr 2",52.3921,4.81263,positive,A5,621
RWS01_MONICA_00D005028832D0070007,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 16.3, rstr 1",52.3918,4.82017,positive,A5,622
RWS01_MONICA_00D005028832D007000B,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 16.3, rstr 2",52.3918,4.82017,positive,A5,623
RWS01_MONICA_00D005029C4ED0070007,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 16.8, rstr 1",52.3918,4.82785,positive,A5,624
RWS01_MONICA_00D005029C4ED007000B,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 16.8, rstr 2",52.3918,4.82785,positive,A5,625
RWS01_MONICA_00D00502B427D0070007,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 17.3, rstr 1",52.3922,4.83595,positive,A5,626
RWS01_MONICA_00D00502B427D007000B,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 17.3, rstr 2",52.3922,4.83595,positive,A5,627
RWS01_MONICA_00D00502C849D0070007,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 17.9, rstr 1",52.395,4.84208,positive,A5,628
RWS01_MONICA_00D00502C849D007000B,"A5 northBound naar Amsterdam na afrit 3 ri knppnt Westrandweg thv hmp 17.9, rstr 2",52.395,4.84208,positive,A5,629
RWS01_MONICA_00D009057815D0070007,"A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.0, rstr 1",52.3349,4.78361,positive,A9,630
RWS01_MONICA_00D009057815D007000B,"A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.0, rstr 2",52.3349,4.78361,positive,A9,631
RWS01_MONICA_00D009057815D0070187,"A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.0, Vluchtstr",52.3349,4.78361,positive,A9,632
RWS01_MONICA_00D00905A800D0070007,"A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 36.2, rstr 1",52.3415,4.77002,positive,A9,633
RWS01_MONICA_00D00905A800D007000B,"A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 36.2, rstr 2",52.3415,4.77002,positive,A9,634
RWS01_MONICA_00D00905A800D0070187,"A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 36.2, Vluchtstr",52.3415,4.77002,positive,A9,635
RWS01_MONICA_00D00905D432D0070007,"A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.4, rstr 1",52.3479,4.75694,positive,A9,636
RWS01_MONICA_00D00905D432D007000B,"A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.4, rstr 2",52.3479,4.75694,positive,A9,637
RWS01_MONICA_00D00905D432D0070187,"A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.4, Vluchtstr",52.3479,4.75694,positive,A9,638
RWS01_MONICA_00D00905F400D0070007,"A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.1, rstr 1",52.3523,4.74868,positive,A9,639
RWS01_MONICA_00D00905F400D007000B,"A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.1, rstr 2",52.3523,4.74868,positive,A9,640
RWS01_MONICA_00D00905F400D007000F,"A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.1, rstr 3",52.3523,4.74868,positive,A9,641
RWS01_MONICA_00D00906880AD0070007,"A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 41.8, rstr 1",52.3749,4.70908,positive,A9,642
RWS01_MONICA_00D00906880AD007000B,"A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 41.8, rstr 2",52.3749,4.70908,positive,A9,643
RWS01_MONICA_00D00906880AD0070187,"A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 41.8, Vluchtstr",52.3749,4.70908,positive,A9,644
RWS01_MONICA_00D00906AC50D0070007,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 42.8, rstr 1",52.3835,4.70771,positive,A9,645
RWS01_MONICA_00D00906AC50D007000B,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 42.8, rstr 2",52.3835,4.70771,positive,A9,646
RWS01_MONICA_00D00906AC50D0070187,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 42.8, Vluchtstr",52.3835,4.70771,positive,A9,647
RWS01_MONICA_00D00906DC0AD0070007,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 43.9, rstr 1",52.3936,4.70608,positive,A9,648
RWS01_MONICA_00D00906DC0AD007000B,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 43.9, rstr 2",52.3936,4.70608,positive,A9,649
RWS01_MONICA_00D00906DC0AD0070187,"A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 43.9, Vluchtstr",52.3936,4.70608,positive,A9,650
