measurementSiteReference,index,specificVehicleCharacteristics,ROADNUMBER,speedID,coordinateID
GEO02_PNHTI536,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N231,315,1798
GEO02_PNHTI536,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N231,316,1798
GEO02_PNHTI536,11C,greaterThan 12.20,N231,317,1798
GEO02_PNHTI536,12C,anyVehicle,N231,318,1798
GEO02_PNHTI536r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N231,319,1798
GEO02_PNHTI536r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N231,320,1798
GEO02_PNHTI536r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N231,321,1798
GEO02_PNHTI536r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N231,322,1798
GEO02_PNHTI536r,11C,greaterThan 12.20,N231,323,1798
GEO02_PNHTI536r,12C,anyVehicle,N231,324,1798
GEO02_PNHTI537,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,325,1799
GEO02_PNHTI537,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,326,1799
GEO02_PNHTI537,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,327,1799
GEO02_PNHTI537,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,328,1799
GEO02_PNHTI537,11C,greaterThan 12.20,N232,329,1799
GEO02_PNHTI537,12C,anyVehicle,N232,330,1799
GEO02_PNHTI537r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,331,1799
GEO02_PNHTI537r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,332,1799
GEO02_PNHTI537r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,333,1799
GEO02_PNHTI537r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,334,1799
GEO02_PNHTI537r,11C,greaterThan 12.20,N232,335,1799
GEO02_PNHTI537r,12C,anyVehicle,N232,336,1799
GEO02_PNHTI538,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,337,1800
GEO02_PNHTI538,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,338,1800
GEO02_PNHTI538,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,339,1800
GEO02_PNHTI538,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,340,1800
GEO02_PNHTI538,11C,greaterThan 12.20,N232,341,1800
GEO02_PNHTI538,12C,anyVehicle,N232,342,1800
GEO02_PNHTI538r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,343,1800
GEO02_PNHTI538r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,344,1800
GEO02_PNHTI538r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,345,1800
GEO02_PNHTI538r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,346,1800
GEO02_PNHTI538r,11C,greaterThan 12.20,N232,347,1800
GEO02_PNHTI538r,12C,anyVehicle,N232,348,1800
GEO02_PNHTI539,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,349,1801
GEO02_PNHTI539,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,350,1801
GEO02_PNHTI539,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,351,1801
GEO02_PNHTI539,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,352,1801
GEO02_PNHTI539,11C,greaterThan 12.20,N232,353,1801
GEO02_PNHTI539,12C,anyVehicle,N232,354,1801
GEO02_PNHTI539r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,355,1801
GEO02_PNHTI539r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,356,1801
GEO02_PNHTI539r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,357,1801
GEO02_PNHTI539r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,358,1801
GEO02_PNHTI539r,11C,greaterThan 12.20,N232,359,1801
GEO02_PNHTI539r,12C,anyVehicle,N232,360,1801
GEO02_PNHTI541,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,361,1802
GEO02_PNHTI541,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,362,1802
GEO02_PNHTI541,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,363,1802
GEO02_PNHTI541,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,364,1802
GEO02_PNHTI541,11C,greaterThan 12.20,N232,365,1802
GEO02_PNHTI541,12C,anyVehicle,N232,366,1802
GEO02_PNHTI541r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N232,367,1802
GEO02_PNHTI541r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N232,368,1802
GEO02_PNHTI541r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N232,369,1802
GEO02_PNHTI541r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N232,370,1802
GEO02_PNHTI541r,11C,greaterThan 12.20,N232,371,1802
GEO02_PNHTI541r,12C,anyVehicle,N232,372,1802
GEO02_PNHTI542,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,A9,373,1803
GEO02_PNHTI542,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,A9,374,1803
GEO02_PNHTI542,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,A9,375,1803
GEO02_PNHTI542,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,A9,376,1803
GEO02_PNHTI542,11C,greaterThan 12.20,A9,377,1803
GEO02_PNHTI542,12C,anyVehicle,A9,378,1803
GEO02_PNHTI542r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,A9,379,1804
GEO02_PNHTI542r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,A9,380,1804
GEO02_PNHTI542r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,A9,381,1804
GEO02_PNHTI542r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,A9,382,1804
GEO02_PNHTI542r,11C,greaterThan 12.20,A9,383,1804
GEO02_PNHTI542r,12C,anyVehicle,A9,384,1804
GEO02_PNHTI543,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N235,385,1805
GEO02_PNHTI543,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N235,386,1805
GEO02_PNHTI543,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N235,387,1805
GEO02_PNHTI543,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N235,388,1805
GEO02_PNHTI543,11C,greaterThan 12.20,N235,389,1805
GEO02_PNHTI543,12C,anyVehicle,N235,390,1805
GEO02_PNHTI543r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N235,391,1805
GEO02_PNHTI543r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N235,392,1805
GEO02_PNHTI543r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N235,393,1805
GEO02_PNHTI543r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N235,394,1805
GEO02_PNHTI543r,11C,greaterThan 12.20,N235,395,1805
GEO02_PNHTI543r,12C,anyVehicle,N235,396,1805
GEO02_PNHTI543r,19C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N235,397,1805
GEO02_PNHTI543r,20C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N235,398,1805
GEO02_PNHTI543r,21C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N235,399,1805
GEO02_PNHTI543r,22C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N235,400,1805
GEO02_PNHTI543r,23C,greaterThan 12.20,N235,401,1805
GEO02_PNHTI543r,24C,anyVehicle,N235,402,1805
GEO02_PNHTI545,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,403,1806
GEO02_PNHTI545,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,404,1806
GEO02_PNHTI545,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,405,1806
GEO02_PNHTI545,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,406,1806
GEO02_PNHTI545,11C,greaterThan 12.20,N236,407,1806
GEO02_PNHTI545,12C,anyVehicle,N236,408,1806
GEO02_PNHTI545r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,409,1806
GEO02_PNHTI545r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,410,1806
GEO02_PNHTI545r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,411,1806
GEO02_PNHTI545r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,412,1806
GEO02_PNHTI545r,11C,greaterThan 12.20,N236,413,1806
GEO02_PNHTI545r,12C,anyVehicle,N236,414,1806
GEO02_PNHTI546,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,415,1807
GEO02_PNHTI546,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,416,1807
GEO02_PNHTI546,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,417,1807
GEO02_PNHTI546,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,418,1807
GEO02_PNHTI546,11C,greaterThan 12.20,N236,419,1807
GEO02_PNHTI546,12C,anyVehicle,N236,420,1807
GEO02_PNHTI546r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,421,1807
GEO02_PNHTI546r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,422,1807
GEO02_PNHTI546r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,423,1807
GEO02_PNHTI546r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,424,1807
GEO02_PNHTI546r,11C,greaterThan 12.20,N236,425,1807
GEO02_PNHTI546r,12C,anyVehicle,N236,426,1807
GEO02_PNHTI547,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,427,1808
GEO02_PNHTI547,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,428,1808
GEO02_PNHTI547,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,429,1808
GEO02_PNHTI547,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,430,1808
GEO02_PNHTI547,11C,greaterThan 12.20,N236,431,1808
GEO02_PNHTI547,12C,anyVehicle,N236,432,1808
GEO02_PNHTI547r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,433,1808
GEO02_PNHTI547r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,434,1808
GEO02_PNHTI547r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,435,1808
GEO02_PNHTI547r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,436,1808
GEO02_PNHTI547r,11C,greaterThan 12.20,N236,437,1808
GEO02_PNHTI547r,12C,anyVehicle,N236,438,1808
GEO02_PNHTI548,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,439,1809
GEO02_PNHTI548,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,440,1809
GEO02_PNHTI548,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,441,1809
GEO02_PNHTI548,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,442,1809
GEO02_PNHTI548,11C,greaterThan 12.20,N236,443,1809
GEO02_PNHTI548,12C,anyVehicle,N236,444,1809
GEO02_PNHTI548r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,445,1809
GEO02_PNHTI548r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,446,1809
GEO02_PNHTI548r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,447,1809
GEO02_PNHTI548r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,448,1809
GEO02_PNHTI548r,11C,greaterThan 12.20,N236,449,1809
GEO02_PNHTI548r,12C,anyVehicle,N236,450,1809
GEO02_PNHTI549,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,451,1810
GEO02_PNHTI549,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,452,1810
GEO02_PNHTI549,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,453,1810
GEO02_PNHTI549,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,454,1810
GEO02_PNHTI549,11C,greaterThan 12.20,N236,455,1810
GEO02_PNHTI549,12C,anyVehicle,N236,456,1810
GEO02_PNHTI549r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N236,457,1810
GEO02_PNHTI549r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N236,458,1810
GEO02_PNHTI549r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N236,459,1810
GEO02_PNHTI549r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N236,460,1810
GEO02_PNHTI549r,11C,greaterThan 12.20,N236,461,1810
GEO02_PNHTI549r,12C,anyVehicle,N236,462,1810
GEO02_PNHTI570,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N246,463,1811
GEO02_PNHTI570,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N246,464,1811
GEO02_PNHTI570,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N246,465,1811
GEO02_PNHTI570,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N246,466,1811
GEO02_PNHTI570,11C,greaterThan 12.20,N246,467,1811
GEO02_PNHTI570,12C,anyVehicle,N246,468,1811
GEO02_PNHTI570r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N246,469,1811
GEO02_PNHTI570r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N246,470,1811
GEO02_PNHTI570r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N246,471,1811
GEO02_PNHTI570r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N246,472,1811
GEO02_PNHTI570r,11C,greaterThan 12.20,N246,473,1811
GEO02_PNHTI570r,12C,anyVehicle,N246,474,1811
GEO02_PNHTI576,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N247,475,1812
GEO02_PNHTI576,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N247,476,1812
GEO02_PNHTI576,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N247,477,1812
GEO02_PNHTI576,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N247,478,1812
GEO02_PNHTI576,11C,greaterThan 12.20,N247,479,1812
GEO02_PNHTI576,12C,anyVehicle,N247,480,1812
GEO02_PNHTI576r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N247,481,1813
GEO02_PNHTI576r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N247,482,1813
GEO02_PNHTI576r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N247,483,1813
GEO02_PNHTI576r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N247,484,1813
GEO02_PNHTI576r,11C,greaterThan 12.20,N247,485,1813
GEO02_PNHTI576r,12C,anyVehicle,N247,486,1813
GEO02_PNHTI577,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N247,487,1814
GEO02_PNHTI577,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N247,488,1814
GEO02_PNHTI577,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N247,489,1814
GEO02_PNHTI577,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N247,490,1814
GEO02_PNHTI577,11C,greaterThan 12.20,N247,491,1814
GEO02_PNHTI577,12C,anyVehicle,N247,492,1814
GEO02_PNHTI577r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N247,493,1814
GEO02_PNHTI577r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N247,494,1814
GEO02_PNHTI577r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N247,495,1814
GEO02_PNHTI577r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N247,496,1814
GEO02_PNHTI577r,11C,greaterThan 12.20,N247,497,1814
GEO02_PNHTI577r,12C,anyVehicle,N247,498,1814
GEO02_PNHTI594,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N516,499,1815
GEO02_PNHTI594,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N516,500,1815
GEO02_PNHTI594,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N516,501,1815
GEO02_PNHTI594,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N516,502,1815
GEO02_PNHTI594,11C,greaterThan 12.20,N516,503,1815
GEO02_PNHTI594,12C,anyVehicle,N516,504,1815
GEO02_PNHTI594,19C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N516,505,1815
GEO02_PNHTI594,20C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N516,506,1815
GEO02_PNHTI594,21C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N516,507,1815
GEO02_PNHTI594,22C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N516,508,1815
GEO02_PNHTI594,23C,greaterThan 12.20,N516,509,1815
GEO02_PNHTI594,24C,anyVehicle,N516,510,1815
GEO02_PNHTI594r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N516,511,1815
GEO02_PNHTI594r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N516,512,1815
GEO02_PNHTI594r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N516,513,1815
GEO02_PNHTI594r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N516,514,1815
GEO02_PNHTI594r,11C,greaterThan 12.20,N516,515,1815
GEO02_PNHTI594r,12C,anyVehicle,N516,516,1815
GEO02_PNHTI594r,19C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N516,517,1815
GEO02_PNHTI594r,20C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N516,518,1815
GEO02_PNHTI594r,21C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N516,519,1815
GEO02_PNHTI594r,22C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N516,520,1815
GEO02_PNHTI594r,23C,greaterThan 12.20,N516,521,1815
GEO02_PNHTI594r,24C,anyVehicle,N516,522,1815
GEO02_PNHTI595,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N516,523,1816
GEO02_PNHTI595,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N516,524,1816
GEO02_PNHTI595,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N516,525,1816
GEO02_PNHTI595,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N516,526,1816
GEO02_PNHTI595,11C,greaterThan 12.20,N516,527,1816
GEO02_PNHTI595,12C,anyVehicle,N516,528,1816
GEO02_PNHTI595r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N516,529,1816
GEO02_PNHTI595r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N516,530,1816
GEO02_PNHTI595r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N516,531,1816
GEO02_PNHTI595r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N516,532,1816
GEO02_PNHTI595r,11C,greaterThan 12.20,N516,533,1816
GEO02_PNHTI595r,12C,anyVehicle,N516,534,1816
GEO02_PNHTI597,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N518,535,1817
GEO02_PNHTI597,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N518,536,1817
GEO02_PNHTI597,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N518,537,1817
GEO02_PNHTI597,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N518,538,1817
GEO02_PNHTI597,11C,greaterThan 12.20,N518,539,1817
GEO02_PNHTI597,12C,anyVehicle,N518,540,1817
GEO02_PNHTI597r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N518,541,1817
GEO02_PNHTI597r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N518,542,1817
GEO02_PNHTI597r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N518,543,1817
GEO02_PNHTI597r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N518,544,1817
GEO02_PNHTI597r,11C,greaterThan 12.20,N518,545,1817
GEO02_PNHTI597r,12C,anyVehicle,N518,546,1817
GEO02_PNHTI598,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N519,547,1818
GEO02_PNHTI598,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N519,548,1818
GEO02_PNHTI598,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N519,549,1818
GEO02_PNHTI598,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N519,550,1818
GEO02_PNHTI598,11C,greaterThan 12.20,N519,551,1818
GEO02_PNHTI598,12C,anyVehicle,N519,552,1818
GEO02_PNHTI598r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N519,553,1818
GEO02_PNHTI598r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N519,554,1818
GEO02_PNHTI598r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N519,555,1818
GEO02_PNHTI598r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N519,556,1818
GEO02_PNHTI598r,11C,greaterThan 12.20,N519,557,1818
GEO02_PNHTI598r,12C,anyVehicle,N519,558,1818
GEO02_PNHTI599,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N521,559,1819
GEO02_PNHTI599,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N521,560,1819
GEO02_PNHTI599,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N521,561,1819
GEO02_PNHTI599,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N521,562,1819
GEO02_PNHTI599,11C,greaterThan 12.20,N521,563,1819
GEO02_PNHTI599,12C,anyVehicle,N521,564,1819
GEO02_PNHTI599r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N521,565,1819
GEO02_PNHTI599r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N521,566,1819
GEO02_PNHTI599r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N521,567,1819
GEO02_PNHTI599r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N521,568,1819
GEO02_PNHTI599r,11C,greaterThan 12.20,N521,569,1819
GEO02_PNHTI599r,12C,anyVehicle,N521,570,1819
GEO02_PNHTI600,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N522,571,1820
GEO02_PNHTI600,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N522,572,1820
GEO02_PNHTI600,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N522,573,1820
GEO02_PNHTI600,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N522,574,1820
GEO02_PNHTI600,11C,greaterThan 12.20,N522,575,1820
GEO02_PNHTI600,12C,anyVehicle,N522,576,1820
GEO02_PNHTI600r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N522,577,1820
GEO02_PNHTI600r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N522,578,1820
GEO02_PNHTI600r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N522,579,1820
GEO02_PNHTI600r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N522,580,1820
GEO02_PNHTI600r,11C,greaterThan 12.20,N522,581,1820
GEO02_PNHTI600r,12C,anyVehicle,N522,582,1820
GEO02_PNHTI601,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N522,583,1821
GEO02_PNHTI601,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N522,584,1821
GEO02_PNHTI601,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N522,585,1821
GEO02_PNHTI601,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N522,586,1821
GEO02_PNHTI601,11C,greaterThan 12.20,N522,587,1821
GEO02_PNHTI601,12C,anyVehicle,N522,588,1821
GEO02_PNHTI601r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N522,589,1821
GEO02_PNHTI601r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N522,590,1821
GEO02_PNHTI601r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N522,591,1821
GEO02_PNHTI601r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N522,592,1821
GEO02_PNHTI601r,11C,greaterThan 12.20,N522,593,1821
GEO02_PNHTI601r,12C,anyVehicle,N522,594,1821
GEO02_PNHTI602,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N523,595,1822
GEO02_PNHTI602,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N523,596,1822
GEO02_PNHTI602,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N523,597,1822
GEO02_PNHTI602,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N523,598,1822
GEO02_PNHTI602,11C,greaterThan 12.20,N523,599,1822
GEO02_PNHTI602,12C,anyVehicle,N523,600,1822
GEO02_PNHTI602r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N523,601,1822
GEO02_PNHTI602r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N523,602,1822
GEO02_PNHTI602r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N523,603,1822
GEO02_PNHTI602r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N523,604,1822
GEO02_PNHTI602r,11C,greaterThan 12.20,N523,605,1822
GEO02_PNHTI602r,12C,anyVehicle,N523,606,1822
GEO02_PNHTI608,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N201,607,1823
GEO02_PNHTI608,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N201,608,1823
GEO02_PNHTI608,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N201,609,1823
GEO02_PNHTI608,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N201,610,1823
GEO02_PNHTI608,11C,greaterThan 12.20,N201,611,1823
GEO02_PNHTI608,12C,anyVehicle,N201,612,1823
GEO02_PNHTI608,19C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N201,613,1823
GEO02_PNHTI608,20C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N201,614,1823
GEO02_PNHTI608,21C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N201,615,1823
GEO02_PNHTI608,22C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N201,616,1823
GEO02_PNHTI608,23C,greaterThan 12.20,N201,617,1823
GEO02_PNHTI608,24C,anyVehicle,N201,618,1823
GEO02_PNHTI608r,7C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N201,619,1824
GEO02_PNHTI608r,8C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N201,620,1824
GEO02_PNHTI608r,9C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N201,621,1824
GEO02_PNHTI608r,10C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N201,622,1824
GEO02_PNHTI608r,11C,greaterThan 12.20,N201,623,1824
GEO02_PNHTI608r,12C,anyVehicle,N201,624,1824
GEO02_PNHTI608r,19C,greaterThan 1.85 and lessThanOrEqualTo 2.40,N201,625,1824
GEO02_PNHTI608r,20C,greaterThan 2.40 and lessThanOrEqualTo 5.60,N201,626,1824
GEO02_PNHTI608r,21C,greaterThan 5.60 and lessThanOrEqualTo 11.50,N201,627,1824
GEO02_PNHTI608r,22C,greaterThan 11.50 and lessThanOrEqualTo 12.20,N201,628,1824
