measurementSiteReference,generatedSiteName,carriageway,startLocatieForDisplayLat,startLocatieForDisplayLong,eindLocatieForDisplayLat,eindLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,LocationTableNumber,LocationTableVersion,specificLocation,offsetDistance,LOC_TYPE,LOC_DES,measurementSiteNumberOfLanes,primaryLocation_specificLocation,primaryLocation_offsetDistance,secondaryLocation_specificLocation,secondaryLocation_offsetDistance,ROADNUMBER_PRIM,lengthAffected
RWS01_MONIBAS_0101hrl0261ra0,Nog niet gegenereerd,,52.3832,4.84455,52.3794,4.84447,negative,A10,5.11,A,7207,453,P1.3,Afrit,5,7207,453,7208,225,A10,422
RWS01_MONIBAS_0101hrl0267ra0,Nog niet gegenereerd,,52.3881,4.84429,52.3832,4.84455,negative,A10,5.11,A,7208,175,P1.3,Afrit,5,7208,175,7209,875,A10,550
RWS01_MONIBAS_0101hrl0271ra0,Nog niet gegenereerd,,52.3922,4.84399,52.3881,4.84429,negative,A10,5.11,A,7208,725,P1.3,Afrit,5,7208,725,7209,415,A10,460
RWS01_MONIBAS_0101hrl0277ra0,Nog niet gegenereerd,,52.3971,4.84467,52.3922,4.84399,negative,A10,5.11,A,7209,385,P1.2,Knooppunt (triangle),5,7209,385,21978,70,A10,545
RWS01_MONIBAS_0101hrl0281ra0,Nog niet gegenereerd,,52.4001,4.84764,52.3971,4.84467,negative,A10,5.11,A,7209,930,P1.3,Afrit,5,7209,930,7210,885,A10,385
RWS01_MONIBAS_0101hrl0287ra0,Nog niet gegenereerd,,52.4047,4.85321,52.4001,4.84764,negative,A10,5.11,A,21978,315,P1.3,Afrit,5,21978,315,7210,255,A10,630
RWS01_MONIBAS_0101hrl0290ra1,Nog niet gegenereerd,,52.4066,4.85584,52.4047,4.85321,negative,A10,5.11,A,7210,445,P3.1,Tunnel,3,7210,445,7211,1480,A10,275
RWS01_MONIBAS_0101hrl0293ra0,Nog niet gegenereerd,,52.4089,4.85878,52.4066,4.85584,negative,A10,5.11,A,7210,720,P3.1,Tunnel,2,7210,720,7211,1152,A10,328
RWS01_MONIBAS_0101hrl0297ra0,Nog niet gegenereerd,,52.4123,4.86224,52.4089,4.85878,negative,A10,5.11,A,7210,1048,P3.1,Tunnel,2,7210,1048,7211,702,A10,450
RWS01_MONIBAS_0101hrl0304ra0,Nog niet gegenereerd,,52.4171,4.86678,52.4123,4.86224,negative,A10,5.11,A,7211,298,P3.1,Tunnel,2,7211,298,7211,85,A10,617
RWS01_MONIBAS_0101hrl0308ra0,Nog niet gegenereerd,,52.4206,4.87041,52.4171,4.86678,negative,A10,5.11,A,7211,915,P1.3,Afrit,3,7211,915,7215,1325,A10,460
RWS01_MONIBAS_0101hrl0314ra0,Nog niet gegenereerd,,52.4234,4.87731,52.4206,4.87041,negative,A10,5.11,A,7211,1375,P1.3,Afrit,4,7211,1375,7215,759,A10,566
RWS01_MONIBAS_0101hrl0319ra0,Nog niet gegenereerd,,52.4249,4.88505,52.4234,4.87731,negative,A10,5.11,A,7211,1941,P1.3,Afrit,3,7211,1941,7215,208,A10,551
RWS01_MONIBAS_0101hrr0019ra0,Nog niet gegenereerd,,52.4187,4.91172,52.4159,4.91924,positive,A10,5.11,A,7181,960,P1.3,Afrit,3,7181,960,7180,340,A10,600
RWS01_MONIBAS_0101hrr0025ra0,Nog niet gegenereerd,,52.4159,4.91924,52.4122,4.92699,positive,A10,5.11,A,7181,295,P1.3,Afrit,3,7181,295,7180,940,A10,665
RWS01_MONIBAS_0101hrr0032ra0,Nog niet gegenereerd,,52.4122,4.92699,52.4094,4.93263,positive,A10,5.11,A,7182,1000,P1.3,Afrit,3,7182,1000,7180,1605,A10,495
RWS01_MONIBAS_0101hrr0037ra0,Nog niet gegenereerd,,52.4094,4.93263,52.4073,4.93909,positive,A10,5.11,A,7182,500,P1.3,Afrit,3,7182,500,7182,100,A10,500
RWS01_MONIBAS_0101hrr0042ra0,Nog niet gegenereerd,,52.4073,4.93909,52.4061,4.94349,positive,A10,5.11,A,7182,170,P1.3,Afrit,3,7182,170,7182,600,A10,330
RWS01_MONIBAS_0101hrr0045ra0,Nog niet gegenereerd,,52.4061,4.94349,52.403,4.95113,positive,A10,5.11,A,7183,2250,P1.3,Afrit,3,7183,2250,7182,930,A10,620
RWS01_MONIBAS_0101hrr0051ra0,Nog niet gegenereerd,,52.403,4.95113,52.3993,4.9576,positive,A10,5.11,A,7183,1640,P1.3,Afrit,3,7183,1640,7182,1550,A10,610
RWS01_MONIBAS_0101hrr0057ra0,Nog niet gegenereerd,,52.3993,4.9576,52.3948,4.96259,positive,A10,5.11,A,7183,1040,P1.3,Afrit,3,7183,1040,7182,2160,A10,600
RWS01_MONIBAS_0101hrr0063ra0,Nog niet gegenereerd,,52.3948,4.96259,52.3901,4.96667,positive,A10,5.11,A,7183,440,P1.3,Afrit,3,7183,440,7182,2760,A10,600
RWS01_MONIBAS_0101hrr0069ra0,Nog niet gegenereerd,,52.3901,4.96667,52.3861,4.96999,positive,A10,5.11,A,7184,1840,P1.3,Afrit,3,7184,1840,7183,460,A10,500
RWS01_MONIBAS_0101hrr0074ra0,Nog niet gegenereerd,,52.3861,4.96999,52.3813,4.97276,positive,A10,5.11,A,7184,1280,P1.3,Afrit,3,7184,1280,7183,960,A10,560
RWS01_MONIBAS_0101hrr0080ra0,Nog niet gegenereerd,,52.3813,4.97276,52.3771,4.9739,positive,A10,5.11,A,7184,800,P1.3,Afrit,3,7184,800,7183,1520,A10,480
RWS01_MONIBAS_0101hrr0085ra0,Nog niet gegenereerd,,52.3771,4.9739,52.3736,4.97401,positive,A10,5.11,A,7184,410,P3.1,Tunnel,3,7184,410,7184,100,A10,390
RWS01_MONIBAS_0101hrr0088ra0,Nog niet gegenereerd,,52.3736,4.97401,52.3693,4.97292,positive,A10,5.11,A,7185,728,P3.1,Tunnel,3,7185,728,7184,490,A10,482
RWS01_MONIBAS_0101hrr0093ra0,Nog niet gegenereerd,,52.3693,4.97292,52.3658,4.97122,positive,A10,5.11,A,7185,320,P3.1,Tunnel,3,7185,320,7184,972,A10,408
RWS01_MONIBAS_0101hrr0097ra0,Nog niet gegenereerd,,52.3658,4.97122,52.3614,4.9688,positive,A10,5.11,A,7189,3000,P1.3,Afrit,3,7189,3000,7185,280,A10,520
RWS01_MONIBAS_0101hrr0103ra0,Nog niet gegenereerd,,52.3614,4.9688,52.3563,4.96592,positive,A10,5.11,A,7189,2400,P1.3,Afrit,4,7189,2400,7185,800,A10,600
RWS01_MONIBAS_0101hrr0109ra0,Nog niet gegenereerd,,52.3563,4.96592,52.353,4.96395,positive,A10,5.11,A,7189,2000,P1.3,Afrit,4,7189,2000,7185,1400,A10,400
RWS01_MONIBAS_0101hrr0109ra1,Nog niet gegenereerd,,52.3563,4.96592,52.353,4.96392,positive,A10,5.11,A,7186,1000,P1.3,Afrit,4,7186,1000,7185,1400,A10,430
RWS01_MONIBAS_0101hrr0113ra0,Nog niet gegenereerd,,52.353,4.96395,52.349,4.96068,positive,A10,5.11,A,7189,1500,P1.2,Knooppunt (triangle),3,7189,1500,7187,100,A10,500
RWS01_MONIBAS_0101hrr0118ra0,Nog niet gegenereerd,,52.349,4.96068,52.345,4.95667,positive,A10,5.11,A,7189,980,P1.2,Knooppunt (triangle),3,7189,980,7187,600,A10,520
RWS01_MONIBAS_0101hrr0123ra0,Nog niet gegenereerd,,52.345,4.95667,52.3413,4.95321,positive,A10,5.11,A,7189,510,P1.2,Knooppunt (triangle),3,7189,510,7187,1120,A10,470
RWS01_MONIBAS_0101hrr0127ra0,Nog niet gegenereerd,,52.3413,4.95321,52.3382,4.94629,positive,A10,5.11,A,7190,710,P1.3,Afrit,4,7190,710,7189,290,A10,600
RWS01_MONIBAS_0101hrr0133ra0,Nog niet gegenereerd,,52.3382,4.94629,52.3364,4.93974,positive,A10,5.11,A,7190,220,P1.3,Afrit,5,7190,220,7189,890,A10,490
RWS01_MONIBAS_0101hrr0138ra0,Nog niet gegenereerd,,52.3364,4.93974,52.3339,4.93292,positive,A10,5.11,A,7191,180,P1.3,Afrit,4,7191,180,7190,180,A10,540
RWS01_MONIBAS_0101hrr0144ra0,Nog niet gegenereerd,,52.3339,4.93292,52.3314,4.92567,positive,A10,5.11,A,7192,510,P1.3,Afrit,5,7192,510,7190,720,A10,570
RWS01_MONIBAS_0101hrr0149ra0,Nog niet gegenereerd,,52.3314,4.92567,52.3299,4.92138,positive,A10,5.11,A,7192,178,P1.3,Afrit,5,7192,178,7191,490,A10,332
RWS01_MONIBAS_0101hrr0149ra1,Nog niet gegenereerd,,52.3314,4.92567,52.3299,4.92138,positive,A10,5.11,A,7192,178,P1.3,Afrit,5,7192,178,7191,490,A10,332
RWS01_MONIBAS_0101hrr0153ra0,Nog niet gegenereerd,,52.3299,4.92138,52.3285,4.91551,positive,A10,5.11,A,7194,840,P1.1,Knooppunt,4,7194,840,7194,22,A10,438
RWS01_MONIBAS_0101hrr0153rb0,Nog niet gegenereerd,,52.3299,4.92138,52.329,4.91768,positive,A10,5.11,A,7193,807,P1.3,Afrit,2,7193,807,7192,322,A10,310
RWS01_MONIBAS_0101hrr0157ra0,Nog niet gegenereerd,,52.3285,4.91551,52.3295,4.90731,positive,A10,5.11,A,7194,257,P1.1,Knooppunt,3,7194,257,7194,460,A10,583
RWS01_MONIBAS_0101hrr0163ra0,Nog niet gegenereerd,,52.3295,4.90731,52.3323,4.90058,positive,A10,5.11,A,7197,94,P1.1,Knooppunt,3,7197,94,7194,1043,A10,563
RWS01_MONIBAS_0101hrr0169ra0,Nog niet gegenereerd,,52.3323,4.90058,52.3362,4.89329,positive,A10,5.11,A,7198,841,P3.2,Brug,5,7198,841,7197,6,A10,653
RWS01_MONIBAS_0101hrr0175ra0,Nog niet gegenereerd,,52.3362,4.89329,52.3387,4.88811,positive,A10,5.11,A,7198,400,P1.3,Afrit,4,7198,400,7198,359,A10,441
RWS01_MONIBAS_0101hrr0180ra0,Nog niet gegenereerd,,52.3387,4.88811,52.3397,4.88084,positive,A10,5.11,A,7199,1594,P1.3,Afrit,4,7199,1594,7198,800,A10,506
RWS01_MONIBAS_0101hrr0185ra0,Nog niet gegenereerd,,52.3397,4.88084,52.3395,4.87426,positive,A10,5.11,A,7199,1150,P1.3,Afrit,5,7199,1150,7198,1306,A10,444
RWS01_MONIBAS_0101hrr0189ra0,Nog niet gegenereerd,,52.3395,4.87426,52.3392,4.86728,positive,A10,5.11,A,7199,678,P1.3,Afrit,5,7199,678,7198,1750,A10,472
RWS01_MONIBAS_0101hrr0194ra0,Nog niet gegenereerd,,52.3392,4.86728,52.3389,4.8621,positive,A10,5.11,A,7199,325,P1.3,Afrit,5,7199,325,7199,22,A10,353
RWS01_MONIBAS_0101hrr0197ra0,Nog niet gegenereerd,,52.3389,4.8621,52.3385,4.85447,positive,A10,5.11,A,7202,1000,P1.3,Afrit,4,7202,1000,7199,375,A10,525
RWS01_MONIBAS_0101hrr0203ra0,Nog niet gegenereerd,,52.3385,4.85447,52.3381,4.84459,positive,A10,5.11,A,7204,1305,P1.2,Knooppunt (triangle),5,7204,1305,7202,300,A10,695
RWS01_MONIBAS_0101hrr0209ra1,Nog niet gegenereerd,,52.3381,4.84459,52.3417,4.84148,positive,A10,5.11,A,7204,770,P3.2,Brug,5,7204,770,7200,295,A10,535
RWS01_MONIBAS_0101hrr0215ra0,Nog niet gegenereerd,,52.3417,4.84148,52.3455,4.84111,positive,A10,5.11,A,7204,345,P1.3,Afrit,3,7204,345,7204,330,A10,425
RWS01_MONIBAS_0101hrr0219ra0,Nog niet gegenereerd,,52.3455,4.84111,52.3508,4.84251,positive,A10,5.11,A,7205,1250,P1.3,Afrit,3,7205,1250,7204,755,A10,595
RWS01_MONIBAS_0101hrr0225ra0,Nog niet gegenereerd,,52.3508,4.84251,52.354,4.84272,positive,A10,5.11,A,7205,900,P1.3,Afrit,4,7205,900,7204,1350,A10,350
RWS01_MONIBAS_0101hrr0229ra0,Nog niet gegenereerd,,52.354,4.84272,52.358,4.8426,positive,A10,5.11,A,7205,450,P1.3,Afrit,4,7205,450,7205,0,A10,450
RWS01_MONIBAS_0101hrr0233ra0,Nog niet gegenereerd,,52.358,4.8426,52.3629,4.84248,positive,A10,5.11,A,7206,1300,P1.3,Afrit,3,7206,1300,7205,450,A10,550
RWS01_MONIBAS_0101hrr0239ra0,Nog niet gegenereerd,,52.3629,4.84248,52.3678,4.84232,positive,A10,5.11,A,7206,753,P1.3,Afrit,4,7206,753,7205,1000,A10,547
RWS01_MONIBAS_0101hrr0244ra0,Nog niet gegenereerd,,52.3678,4.84232,52.3719,4.84221,positive,A10,5.11,A,7206,300,P1.3,Afrit,3,7206,300,7206,47,A10,453
RWS01_MONIBAS_0101hrr0249ra0,Nog niet gegenereerd,,52.3719,4.84221,52.3759,4.84333,positive,A10,5.11,A,7208,1050,P1.3,Afrit,3,7208,1050,7206,500,A10,450
RWS01_MONIBAS_0101hrr0253ra0,Nog niet gegenereerd,,52.3759,4.84333,52.3799,4.84484,positive,A10,5.11,A,7208,583,P1.3,Afrit,3,7208,583,7207,50,A10,467
RWS01_MONIBAS_0101hrr0258ra0,Nog niet gegenereerd,,52.3799,4.84484,52.3832,4.84478,positive,A10,5.11,A,7208,215,P1.3,Afrit,3,7208,215,7207,517,A10,368
RWS01_MONIBAS_0101hrr0261ra0,Nog niet gegenereerd,,52.3832,4.84478,52.3881,4.84451,positive,A10,5.11,A,7209,865,P1.3,Afrit,4,7209,865,7208,185,A10,550
RWS01_MONIBAS_0101hrr0267ra0,Nog niet gegenereerd,,52.3881,4.84451,52.3923,4.84431,positive,A10,5.11,A,7209,405,P1.3,Afrit,6,7209,405,7208,735,A10,460
RWS01_MONIBAS_0101hrr0271ra0,Nog niet gegenereerd,,52.3923,4.84431,52.4,4.84816,positive,A10,5.11,A,7210,780,P1.3,Afrit,5,7210,780,7209,395,A10,1125
RWS01_MONIBAS_0101hrr0271ra1,Nog niet gegenereerd,,52.3923,4.84431,52.3959,4.84504,positive,A10,5.11,A,21978,195,P1.3,Afrit,5,21978,195,7209,395,A10,410
RWS01_MONIBAS_0101hrr0276ra0,Nog niet gegenereerd,,52.3959,4.84504,52.3998,4.84869,positive,A10,5.11,A,7210,775,P1.3,Afrit,5,7210,775,7209,805,A10,520
RWS01_MONIBAS_0101hrr0281ra0,Nog niet gegenereerd,,52.3998,4.84869,52.4029,4.85225,positive,A10,5.11,A,7210,350,P1.2,Knooppunt (triangle),5,7210,350,21978,325,A10,425
RWS01_MONIBAS_0101hrr0285ra0,Nog niet gegenereerd,,52.4029,4.85225,52.4069,4.85694,positive,A10,5.11,A,7211,1405,P1.3,Afrit,6,7211,1405,7210,250,A10,545
RWS01_MONIBAS_0101hrr0290ra0,Nog niet gegenereerd,,52.4069,4.85694,52.4097,4.86032,positive,A10,5.11,A,7211,1025,P1.3,Afrit,6,7211,1025,7210,795,A10,380
RWS01_MONIBAS_0101hrr0294ra0,Nog niet gegenereerd,,52.4097,4.86032,52.4146,4.86508,positive,A10,5.11,A,7211,392,P1.3,Afrit,4,7211,392,7210,1175,A10,633
RWS01_MONIBAS_0101hrr0301ra0,Nog niet gegenereerd,,52.4146,4.86508,52.4179,4.86826,positive,A10,5.11,A,7213,2055,P3.1,Tunnel,4,7213,2055,7211,608,A10,437
RWS01_MONIBAS_0101hrr0305ra0,Nog niet gegenereerd,,52.4179,4.86826,52.4201,4.87079,positive,A10,5.11,A,7213,1735,P3.1,Tunnel,5,7213,1735,7211,1045,A10,320
RWS01_MONIBAS_0101hrr0308rb0,Nog niet gegenereerd,,52.4201,4.87079,52.4217,4.87482,positive,A10,5.11,A,7213,1395,P3.1,Tunnel,3,7213,1395,7211,1365,A10,340
RWS01_MONIBAS_0101hrr0312ra0,Nog niet gegenereerd,,52.4217,4.87482,52.4243,4.88199,positive,A10,5.11,A,7213,825,P1.2,Knooppunt (triangle),4,7213,825,7213,305,A10,570
RWS01_MONIBAS_0101hrr0317ra0,Nog niet gegenereerd,,52.4243,4.88199,52.425,4.89042,positive,A10,5.11,A,7213,249,P1.2,Knooppunt (triangle),3,7213,249,7213,875,A10,576
